,Job Title,Company Name,Location,Salary Estimate,Rating,Description
639,RAQA Data Scientist,Intuitive Surgical,"Durham, NC",$107K - $170K (Employer est.),4.3,"Serve as a key contributor to driving innovation within Quality Analytics while maintaining a high degree of technical accuracy, formal documentation, and…&hellip;
Skills: R, Application development, Machine learning, Natural language processing, GitHub"
640,Data Scientist/ML Engineer,Pro Integrate Consulting,"Redmond, WA",$50.00 Per Hour (Employer est.),5.0,"OpenAI/GPT-4 prompt engineering & fine-tuning. Microsoft Graph API & Power Platform integration. SQL, NoSQL, and data pipelines.&hellip;
Skills: CI/CD, Azure, Management, NoSQL, SQL"
641,Senior Data Scientist,HF Sinclair,Remote,-1,3.7,"Responsible for analyzing large PI and API datsets to extract valuable insights, develop predictive models, and support data driven decision making processes.&hellip;
Skills: Computer science, Power BI, R, Oil & gas, English"
642,Data Scientist,"BlueHalo, an AV Company",United States,$107K - $212K (Employer est.),3.9,"BlueHalo, an AV Company, Intel division provides specialized operational support, services and technology to plan, design, develop and execute critical missions…&hellip;
Skills: Microsoft Excel, D3.js, R, Stata, Java"
643,Senior Data Scientist,Altimate.ai,"Sunnyvale, CA",$135K - $210K (Employer est.),3.6,"By leveraging a proprietary framework that combines multiple language models and a custom-built knowledge graph, we enable contextually aware AI agents that…&hellip;
Skills: TensorFlow, Kubernetes, Software deployment, Git, Databases"
644,Data Scientist 1,PayPal,"Austin, TX",$73K - $176K (Employer est.),3.7,"The data scientist will be cross-functional in scope and will focus on developing innovative card risk solutions while collaborating with key stakeholders in…&hellip;
Skills: Management, SAS, SQL, Fraud prevention and detection, Hadoop"
645,Senior Data Scientist,Singularity 6,"Los Angeles, CA",$167K - $197K (Employer est.),2.9,"You'll partner with product, design, and engineering to solve problems, identify trends and opportunities, and help shape the strategic direction of the game…&hellip;
Skills: Statistics, MATLAB, Azure, Data mining, R"
646,Data Scientist,Advan Research Corporation,"New York, NY",$150K - $200K (Employer est.),3.0,"They would be instrumental on the design of new offerings and combining the various existing datasets in one concrete product.&hellip;
Skills: Calculus, R, SQL, Python"
647,Data Scientist,BayOne,"Mountain View, CA",$115K - $164K (Glassdoor est.),4.0,"Bachelor’s or Master’s degree in Data Science, Computer Science, Statistics, or a related field. Work with structured and unstructured data to develop insights…&hellip;
Skills: CRM software, R, SQL, Customer segmentation, Analysis skills"
648,Senior Data Scientist,January,"New York, NY",$180K - $200K (Employer est.),2.9,"This might involve designing reinforcement learning models to automate decision-making, contributing to the development of LLM-based tools that provide…&hellip;
Skills: Statistics, R, SQL, Data science, Python"
649,Data Scientist,Morningstar,"Chicago, IL",$79K - $148K (Employer est.),4.0,"No minimal industrial experience is required, if you have a Ph.D. degree in engineering, computer science, statistics or related field. 75% 401k match up to 7%.&hellip;
Skills: TensorFlow, DevOps, Git, Research, SQL"
650,Data Scientist,TISTA Science and Technology Corporation,Remote,$110K - $130K (Employer est.),3.9,"Design, develop and fine-tune state-of-the-art Large Language Models that can assist with real-world scenarios within Federal IT.&hellip;
Skills: TensorFlow, CI/CD, Azure, Kubernetes, Google Cloud Platform"
651,Data Scientist,Tyba,"San Francisco, CA",$150K - $220K (Employer est.),-1,"Equity Options: Opportunity to own a stake in the company through an employee stock option plan. Operations: Auto-bidding platform, powered by a proprietary…&hellip;
Skills: Git, SQL, AWS, Machine learning, Forecasting"
652,"Senior Scientist, IT Data",Southwire Company LLC,"Carrollton, GA",$81K - $122K (Glassdoor est.),3.7,"Work closely with production, engineering, and IT teams to understand business needs, develop solutions, and integrate data science tools into manufacturing…&hellip;
Skills: Statistics, Computer science, Azure, Google Cloud Platform, Machine learning"
653,Data Scientist - Delivery,Caterpillar,"Chicago, IL",$96K - $155K (Employer est.),4.1,"In-depth technical and problem-solving skills and evidence of continuous learning in the analytics field. Ability to clearly communicate technical findings and…&hellip;
Skills: Statistics, Data modeling, Data mining, Management, Big data"
654,"Data Scientist, GenAI",AIG,"Atlanta, GA",-1,3.7,"Supporting the development, and implementation of data science and generative AI models that deliver real-world impact, through getting hands-on in data…&hellip;
Skills: TensorFlow, Product development, Machine learning, Product management, Deep learning"
655,"Data Scientist, Sr Associate",JPMorganChase,"Houston, TX",$91K - $128K (Glassdoor est.),4.0,"Identify strategic machine learning use cases for the team, and apply to tasks such as data analytics, summarization and question answering, time-series…&hellip;
Skills: TensorFlow, Data mining, Management, Data analysis skills, Machine learning"
656,Data Scientist -- Trucking Safety,Spotter,"Lemont, IL",$83K - $134K (Glassdoor est.),3.5,"Analyze driver behavior, vehicle data, and incident reports to uncover patterns that contribute to unsafe driving.&hellip;
Skills: Power BI, R, Tableau, SQL, Statistical analysis"
657,Data Scientist - Remote (Healthcare-focused),SYSTEM West Virginia University Health System,Remote,-1,4.2,"Minimum of 5 years of experience in the data science field including machine learning, natural language processing, and data engineering.&hellip;
Skills: TensorFlow, CI/CD, Data mining, R, Test automation"
658,Data Scientist,SilverEdge,"McLean, VA",-1,3.1,"The Data Scientist will create data science and data engineering products that include data models, data ingestion/transform, analytics which may include…&hellip;
Skills: Microservices, AWS, Machine learning, REST, Cleaning"
659,Data Scientist,Chubb,"Jersey City, NJ",$93K - $159K (Employer est.),3.6,"Perform extensive exploratory data analysis and develop advanced machine-learning models. The primary focus will be to employ traditional and innovative methods…&hellip;
Skills: Git, Microsoft Office, Docker, C, Machine learning"
660,"Data Scientist, Workforce Solutions - Talent Mobility",Amazon,"Seattle, WA",$98K - $185K (Employer est.),3.6,"This role will own and execute strategic cross-functional employee engagement experiments, analysis and research initiatives across Operations and Corporate…&hellip;
Skills: Statistics, MATLAB, Business intelligence, SAS, Big data"
661,Senior Data Scientist,Cambridge Mobile Telematics,"Cambridge, MA",$127K - $180K (Glassdoor est.),4.4,"Communicate and present the data science work within the data science team as well as to stakeholders across the org and to collaborate across different teams.&hellip;
Skills: TensorFlow, Statistics, Computer science, Big data, Spark"
662,Customer Data Scientist,Statsig,"Bellevue, WA",$130K - $145K (Employer est.),4.8,"Must be proficient in explaining underlying methodologies and statistical techniques to audiences with different technical backgrounds.&hellip;
Skills: SQL, Communication skills, Python"
663,Senior Data Scientist,Associated Bank,"Milwaukee, WI",$103K - $177K (Employer est.),3.6,"Experience in version control of data and models, automated testing of machine learning models, continuous integration and deployment (CI/CD) for machine models…&hellip;
Skills: CI/CD, Power BI, Azure, Big data, Spark"
664,Data Scientist,University of Utah Health,"Salt Lake City, UT",$88K - $92K (Employer est.),4.2,"Moreover, the successful candidate will demonstrate: (1) familiarity with a variety of the field’s concepts, practices, and procedures; (2) ability to initiate…&hellip;
Skills: Statistical analysis, Data management, Communication skills"
665,Data Scientist - Cost Transparency,CVS Health,"New York, NY",$87K - $173K (Employer est.),3.2,"This individual will develop core functionality of the cost estimator tool pulling from their expertise in data mining, machine learning and AI.&hellip;
Skills: Statistics, Computer science, Data modeling, Data mining, Data structures"
666,Data Scientist,Bombora,"New York, NY",$150K - $165K (Employer est.),4.2,"Graphical Theory + Inference: knowledge and experience with common graphical models, e.g. HMM, markov random field, and bayesian network. Ph.D in a STEM field.&hellip;
Skills: TensorFlow, Data structures, Git, Test-driven development, Google Cloud Platform"
667,Data Scientist - coming soon ✨,Owner,Remote,-1,4.9,"Thousands of restaurant owners use our tools to build their website, drive online orders, create their own branded app, manage their customer relationships, and…&hellip;
Skills: ProCore"
668,"Data Scientist, Medicare Analytics",Blue Cross Blue Shield of Massachusetts,"Boston, MA",$116K - $142K (Employer est.),3.3,"Data analytics experience a must; strong technical skills in programming with SAS, R, Python or other tools. Partners with technical teams to design and improve…&hellip;
Skills: Management, Medicare, SAS, R, Data analytics"
669,Senior Data Scientist,Auction.com,"Irvine, CA",$140K - $153K (Employer est.),3.6,"At least 5 (five) years of relevant experience in data analysis or a related field (Data Scientist, Machine Learning Engineer, Statistician, or related field)…&hellip;
Skills: TensorFlow, Power BI, Data modeling, C#, Spark"
670,Sr. Data Scientist I,Pax8,Remote,$135K (Employer est.),3.6,"They develop and/or provide technical leadership in the development of machine learning models involving the application of new methods with significant…&hellip;
Skills: Business intelligence, Spark, SQL, Machine learning, Data science"
671,Data Scientist III,Chewy,"Boston, MA",-1,3.5,"Effectively communicate complex technical concepts and insights to both technical and non-technical partners. Design, develop, and implement advanced predictive…&hellip;
Skills: Financial modeling, Data analysis skills, Git, SQL, AWS"
672,"Data Scientist, Assortment Planning",Literati,United States,$150K - $200K (Employer est.),3.7,"This is a full-stack data science position where you'll own problems from ideation through production and validation, building solutions that drive measurable…&hellip;
Skills: Machine learning, Data science"
673,Data Scientist,Waymo,"Mountain View, CA",$170K - $216K (Employer est.),3.9,"Autonomous driving presents a new paradigm in data science: in addition to leveraging data collected on-road, we generate our own data using state-of-the-art…&hellip;
Skills: R, Data analysis skills, SQL, Machine learning, Deep learning"
674,Data Scientist,Secured,"Chantilly, VA",$136K - $183K (Glassdoor est.),4.0,"The Data Scientist shall develop data and metadata policies and procedures for structural design and development to build, maintain and leverage the data model,…&hellip;
Skills: Jira, Authentication, Data modeling, Oracle, Management"
